A,Metalmineral,Status,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Companycountry,country,shortname,metal
,Gold  (t),"Operating, exp/feasib", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,1.371,2.081,5.965,7.686,9.075,8.259,5.039,South Africa,South Africa,Moab,Au
,Gold  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.471,1.941,3.78,3.047,Australia,South Africa,Modder,Au
,Gold  (t),Operating,2.45,2.4,1.49,1.585,1.5,1.5,1.75, ---  , ---  ,0.8,0.589,0.5,0.5,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,South Africa,South Africa,Modderfontein,Au
,Copper  (kt),"Operating, exp/feasib", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.3,0.3,0.4,0.3,0.4,0.4,0.3,0.3,0.4,0.3,UK,South Africa,Modikwa,Cu
,Gold  (t),"Operating, exp/feasib", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.02,0.08,0.1,0.12,0.12,0.12,0.12,0.12,0.09,0.11,0.112,UK,South Africa,Modikwa,Au
,Nickel  (kt),"Operating, exp/feasib", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.1,0.4,0.6,0.7,0.7,0.6,0.6,0.6,0.5,0.5,0.4,UK,South Africa,Modikwa,Ni
,Palladium  (t),"Operating, exp/feasib", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.76,2.51,3.42,3.97,4.45,3.55,3.88,3.98,3.95,3.66,3.74,UK,South Africa,Modikwa,PGM
,Platinum  (t),"Operating, exp/feasib", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.78,2.68,3.55,3.99,4.53,3.56,4.08,4.21,4.2,4.04,4.05,UK,South Africa,Modikwa,PGM
,PGMs  (t),"Operating, exp/feasib", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,1.67,6.37,8.6,10.21,11.2,9.24,9.97,10.32,10.2,9.7,9.54,UK,South Africa,Modikwa,PGM
,Rhodium  (t),"Operating, exp/feasib", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.1,0.45,0.65,0.92,0.84,0.72,0.75,0.85,0.75,0.78,0.65,UK,South Africa,Modikwa,PGM
,Copper  (kt),Operating, ---  , ---  , ---  ,0.5,2,2.6,3,3,1.9,1.9,2.3,2.2,1.9,3.2,2.9,2.7,2.8,2.4,3.5,5.8,5.6,6.6,5.8,UK,South Africa,Mogalakwena,Cu
,Gold  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.52,0.54,0.61,0.61,0.659,0.532,0.666,0.675,0.675,0.669,0.54,0.65,0.964,0.902,1.288,1.384,UK,South Africa,Mogalakwena,Au
,Nickel  (kt),Operating, ---  , ---  , ---  ,0.5,3.4,4.5,5,5.3,3.6,3.9,4.4,4.2,3.4,5.7,5.1,4.6,4.5,3.9,5.6,9.1,8.5,10.1,9,UK,South Africa,Mogalakwena,Ni
,Palladium  (t),Operating, ---  , ---  , ---  ,1,3.4,4,4,5.03,5.68,6.54,6.34,6.84,4.95,6.12,6.51,6.67,6.48,5.21,5.74,7.77,8.81,9.97,10.18,UK,South Africa,Mogalakwena,PGM
,Platinum  (t),Operating, ---  , ---  , ---  ,1,3.4,4,4.4,4.7,5.29,6.26,6.04,6.57,5.14,5.88,6.1,6.24,5.77,5.05,5.52,7.26,8.47,9.73,9.48,UK,South Africa,Mogalakwena,PGM
,PGMs  (t),Operating, ---  , ---  , ---  ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,11.7,13.64,13.19,14.4,10.87,12.78,13.43,13.79,13.07,11.02,11.96,16.18,18.32,21.04,21.03,UK,South Africa,Mogalakwena,PGM
,Rhodium  (t),Operating, ---  , ---  , ---  ,0.05,0.2,0.28,0.3,0.33,0.39,0.46,0.43,0.51,0.38,0.39,0.41,0.43,0.39,0.36,0.35,0.54,0.51,0.64,0.62,UK,South Africa,Mogalakwena,PGM
,Gold  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.479,0.636,0.509,0.467,0.818,1.1,Australia,South Africa,Mogale,Au
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   , ---  ,0.4,0.883,1.226,Australia,South Africa,Mooiplaats,coal
,Copper  (kt),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.1,0.1,0.1,0.1,0.1,0.1,UK,South Africa,Mototolo,Cu
,Gold  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.003,0.043,0.034,0.05,0.047,0.056,0.065,UK,South Africa,Mototolo,Au
,Nickel  (kt),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.3,0.2,0.3,0.3,0.3,0.3,UK,South Africa,Mototolo,Ni
,Palladium  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.16,1.72,1.52,1.92,2.02,2.08,2.32,UK,South Africa,Mototolo,PGM
,Platinum  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.26,2.88,2.61,3.31,3.44,3.58,3.85,UK,South Africa,Mototolo,PGM
,PGMs  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.43,5.67,5.45,6.68,7.21,7.31,7.86,UK,South Africa,Mototolo,PGM
,Rhodium  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.43,0.42,0.54,0.58,0.55,0.57,UK,South Africa,Mototolo,PGM
,Gold  (t),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,13.702,12.489,11.386,14.498,15.517,13.634,15.921,18.549,18.26,18.672,16.159,16.556,15.553,12.597,South Africa,South Africa,Mponeng,Au
,Gold  (t),Suspended,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,0.3,0.25,0.25,0.25,0.05,0.1,0.18,  ..   ,  ..   ,  ..   ,  ..   ,0.271,0.29,0.296,0.364,  ..   ,  ..   ,  ..   ,South Africa,South Africa,Mpumalanga,Au
,Gold  (t),Active, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,South Africa,South Africa,Mvelaphanda,Au
,Titanium  (kt),Operating, ---  , ---  , ---  , ---  ,45,50,26,25,26,60,80,80,85,84,85,87,105,113,118,94,97,100,  ..   ,South Africa,South Africa,Namakwa,Ti
,Zirconium  (kt),Operating, ---  , ---  , ---  , ---  , ---  ,  ..   ,42,48,37,92,107,114,112,93,119,129,128,115,130,116,128,135,  ..   ,South Africa,South Africa,Namakwa,Zr
,Diamond carats  (Mct),Suspended,0.93,1,1,0.6,0.66,0.62,0.71,0.8,0.77,0.74,0.81,0.81,0.77,0.83,0.91,1.01,0.98,0.77,0.31,0.07,0.1, ---  ,  ..   ,UK,South Africa,Namaqualand,Dia
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,1,1,0.934,1.85,2.827,1.896,1.37,0.98,1.099,0.822,0.85,0.628,0.717,South Africa,South Africa,New,coal
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,4.605,3.959,4.023,4.317,4.976,4.139,5.508,5.138,5.272,3.729,5.052,4.813,3.401,UK,South Africa,New,coal
,Coal  (Mt),"Operating, exp/feasib",  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,17.072,14.672,14.91,16,17.312,17.1,16.275,17.12,17.034,17.554,17.235,17.4,17.623,UK,South Africa,New,coal
,Gold  (t),Operating,0.95,  ..   ,0.13,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,0.7,0.684,0.65,0.65,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,South Africa,South Africa,Nigel,Au
,Coal  (Mt),Suspended,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,0.027,0.034,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,South Africa,South Africa,Nkomati,coal
,Chromite  (kt),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,  ..   ,700,987,619,750,666,  ..   ,South Africa,South Africa,Nkomati,Cr
,Cobalt  (kt),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  ,  ..   ,0.15,0.2,0.05,0.05,0.06,0.06,0.09,0.09,0.1,0.2,0.3,0.33,0.67,0.51,0.5,South Africa,South Africa,Nkomati,Co
,Copper  (kt),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.7,1.2,1.8,2.9,2.6,3.1,3.3,3,3.1,2.8,2.6,2.7,2.7,6.2,5.9,9.2,South Africa,South Africa,Nkomati,Cu
,Gold  (t),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.004,0.012,0.017,0.02,0.02,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,South Africa,South Africa,Nkomati,Au
,Nickel  (kt),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  ,1.8,3,3.9,5,3.6,4.4,5,4.8,4.7,4.8,3.7,5.3,5.8,11.1,11.6,19.3,South Africa,South Africa,Nkomati,Ni
,Palladium  (t),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,  ..   ,0.6,0.6,0.7,0.8,0.85,0.79,0.72,0.7,0.8,0.6,1.43,1.5,2,South Africa,South Africa,Nkomati,PGM
,Platinum  (t),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,  ..   ,0.3,0.3,0.3,0.4,0.4,0.25,0.24,0.33,0.4,0.3,0.44,0.56,0.75,South Africa,South Africa,Nkomati,PGM
,PGMs  (t),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,  ..   ,0.9,0.9,1,1.2,1.3,1.07,1.1,1.04,1.31,0.91,2.28,2.14,2.9,South Africa,South Africa,Nkomati,PGM
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,0.691,0.594,0.604,0.648,0.677,0.794,0.711,0.566,0.455,0.475, ---  , ---  ,  ..   ,UK,South Africa,Nooitgedacht,coal
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,0.83,1.04,1.7,2.5,2.58,2.193,2.248,3.282,3.513,3.371,2.34,2.717,South Africa,South Africa,North,coal
,Gold  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,21.143,17.684,15.925, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,South Africa,South Africa,North,Au
,Copper  (kt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,1,1,0.7,0.6,0.8,0.8,0.9,1.1,South Africa,South Africa,Northam,Cu
,Gold  (t),Operating, ---  , ---  , ---  , ---  ,0.125,0.15,0.2,0.22,0.22,0.22,0.2,0.2,0.2,0.25,0.203,0.25,0.212,0.2,0.15,0.17,0.17,0.2,  ..   ,South Africa,South Africa,Northam,Au
,Nickel  (kt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,1.7,1.8,1.1,1.2,1.5,1.5,1.5,1.6,South Africa,South Africa,Northam,Ni
,Palladium  (t),Operating, ---  , ---  , ---  ,0.65,1.5,1.7,2.4,2.6,2.6,2.6,2.5,2.3,3,3.3,2.88,3.4,2.97,2.6,2.6,2.8,2.7,2.6,3.2,South Africa,South Africa,Northam,PGM
,Platinum  (t),Operating, ---  , ---  , ---  ,1.59,3.2,3.7,5.3,5.55,5.65,5.7,5.6,5.3,6,6.6,5.94,6.8,6.95,6.4,5,5.8,5.2,5.4,6,South Africa,South Africa,Northam,PGM
,PGMs  (t),Operating, ---  , ---  , ---  ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,8.72,8.76,8.5,8,9.6,10.5,9.34,10.5,10.6,10,10.2,10,8.21,8.72,9.28,South Africa,South Africa,Northam,PGM
,Rhodium  (t),Operating, ---  , ---  , ---  ,0.02,0.26,0.28,0.4,0.47,0.47,0.46,0.4,0.4,0.6,0.6,0.52,0.6,0.92,0.8,0.7,0.8,0.6,0.6,0.7,South Africa,South Africa,Northam,PGM
,Copper  (kt),Closed,24.4,25.1,23.3,21.3,24.3,26.3,20.1,21.3,18,14.5,15,12.4,13.4,9,5, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,China,South Africa,O'Okiep,Cu
,Gold  (t),Closed,0.13,0.09,0.14,0.15,0.15,0.15,0.15,0.262,0.077,0.22,0.15,0.15,  ..   ,  ..   ,  ..   , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,China,South Africa,O'Okiep,Au
,Silver  (t),Closed,5,5,4,4,4,6,5,4,4,4,4,4.7,4,  ..   ,  ..   , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,China,South Africa,O'Okiep,Ag
,Gold  (t),Suspended,  ..   ,0.1,0.1,0.11,0.096, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,South Africa,South Africa,Omaruru,Au
,Coal  (Mt),"Operating, exp/constr",  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,12.856,13.1,13.361,13.92,13.34,12.604,11.805,11.304,11.302,12.6,13.1,14,14.108,Switzerland,South Africa,Optimum,coal
,Gold  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,11.743,13.658,15.414,14.547,14.2,12.818,5.503, ---  , ---  ,3.097,2.2, ---  , ---  , ---  , ---  ,Hong Kong,South Africa,Orkney,Au
,Gold  (t),Operating,0.19,0.09,0.32,0.24,0.283,0.5,0.865,2.978,6.275,6.079,5.996, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,  ..   ,  ..   ,  ..   ,  ..   ,South Africa,South Africa,Oryx,Au
,Gold  (t),Active,0.1,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,South Africa,South Africa,Ospray,Au
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,0.35,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,South Africa,South Africa,Paardeplaats,coal
,Copper  (kt),Closed,125.8,126.1,128.8,126.4,127.6,141.7,143.4,133.7,140.6,111.9,117,78.4,32.2,22.4,11.2, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,UK,South Africa,Palabora,Cu
,Gold  (t),Closed,0.62,0.72,0.7,0.7,0.7,0.583,0.569,0.6,0.574,0.557,0.5,0.4,0.4,0.7,0.2,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,UK,South Africa,Palabora,Au
,Iron ore  (Mt),Closed,0.05,0.1,0.09,0.15,0.13,0.13,0.12,0.18,0.22,0.19,0.24,0.2,0.17,0.22,  ..   , ---  , ---  , ---  , ---  ,  ..   ,  ..   ,  ..   ,  ..   ,UK,South Africa,Palabora,Fe
,Palladium  (t),Closed,0.13,0.13,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,  ..   ,  ..   , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,UK,South Africa,Palabora,PGM
,Platinum  (t),Closed,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,  ..   , ---  , ---  , ---  ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,UK,South Africa,Palabora,PGM
,PGMs  (t),Closed,0.23,0.23,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,  ..   , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,UK,South Africa,Palabora,PGM
,Silver  (t),Closed,16,16,14,14,14,14,12,15,10.5,9.5,7,8.5,7.5,13,  ..   , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,UK,South Africa,Palabora,Ag
,Titanium  (kt),Closed,1,1,1,2,2,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   , ---  , ---  , ---  , ---  ,  ..   ,  ..   ,  ..   ,  ..   ,UK,South Africa,Palabora,Ti
,Uranium oxide  (kt),Closed,0.11,0.13,0.12,0.09,0.16,0.13,0.1,0.09,0.07,0.09,0.09,0.04, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,UK,South Africa,Palabora,U
,Zirconium  (kt),Closed,15,13,14,13,12,13,11,9,7,6, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,  ..   ,  ..   ,  ..   ,  ..   ,UK,South Africa,Palabora,Zr
,Copper  (kt),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,  ..   ,20,30,43.2,61.2,61.5,71.4,85.1,82.6,74.6,69.1,49.1,UK,South Africa,Palabora,Cu
,Silver  (t),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   , ---  , ---  , ---  ,  ..   ,5,15,15,15,20,20,15,15,15,UK,South Africa,Palabora,Ag
,Diamond carats  (Mct),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,0.03,0.04,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,Canada,South Africa,Palmietgat,Dia
,Copper  (kt),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,  ..   ,0,0,0,0,0,0,0,UK,South Africa,Pandora,Cu
,Gold  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,  ..   ,0.009,0.014,0.012,0.011,0.006,0.006,0.008,UK,South Africa,Pandora,Au
,Nickel  (kt),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,  ..   ,0,0.1,0.1,0,0.1,0.1,0.1,UK,South Africa,Pandora,Ni
,Palladium  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,  ..   ,0.48,0.76,0.66,0.65,0.38,0.43,0.47,UK,South Africa,Pandora,PGM
,Platinum  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,  ..   ,1.07,1.63,1.52,1.44,0.8,0.79,1.01,UK,South Africa,Pandora,PGM
,PGMs  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,  ..   ,2,3.05,2.73,2.65,1.54,1.5,1.91,UK,South Africa,Pandora,PGM
,Rhodium  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,  ..   ,0.16,0.23,0.2,0.2,0.13,0.14,0.16,UK,South Africa,Pandora,PGM
,Lead  (kt),Closed,4.8,4.2,4.5,4.9,2.2,4,4,5.2,6.4,6.5,6.1,5.3,4.1,0.4, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,Australia,South Africa,Pering,Pb
,Zinc  (kt),Closed,34,31,29,27,28,27,29,27,25.8,20,20.4,21.6,22.4,4.3, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,Australia,South Africa,Pering,Zn
,Gold  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,4.7,4.548,4.576,4,2.6, ---  , ---  , ---  , ---  ,  ..   ,South Africa,South Africa,Petrex,Au
,Gold  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.018,0.357,1.057,1.643,2.064,2.724,South Africa,South Africa,Phakisa,Au
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,1.41,0.79,0.854,0.846,1.661,1.009,1.014,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,Switzerland,South Africa,Phoenix,coal
,Copper  (kt),Active,12,12,12,12,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,South Africa,South Africa,Phosphate,Cu
,Phosphate rock  (Mt),Active,3,2.9,3.1,2.5,2.5,2.8,2.7,2.7,3,2.9,2.8,2.6,2.9,2.6,2.7,2.6,2.6,2.6,2.3,2.3,2.5,2.5,  ..   ,South Africa,South Africa,Phosphate,PO43
,Silver  (t),Active,  ..   ,3,3.3,3,3,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,South Africa,South Africa,Phosphate,Ag
,Zirconium  (kt),Active,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,South Africa,South Africa,Phosphate,Zr
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,0.513,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,South Africa,South Africa,Polmaise,coal
,Gold  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,5.232,5.517,5.839,5.503,5.147,5.44,4.54,3.8,2.2,  ..   ,  ..   ,0.19,0.398,South Africa,South Africa,President,Au
,Copper  (kt),Active,4,0.4, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,South Africa,South Africa,Prieska,Cu
,Zinc  (kt),Active,13,1.7, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,South Africa,South Africa,Prieska,Zn
,Gold  (t),Operating,0.5,0.77,0.82,0.82,0.8,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,0.25,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,South Africa,South Africa,Primrose,Au
,Diamond carats  (Mct),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,0,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,Canada,South Africa,Quaggas,Dia
,Gold  (t),Closed,0.95,0.57,0.75,0.81,0.8,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,South Africa,South Africa,Rand,Au
,Gold  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,1.09,0.762,0.5, ---  , ---  , ---  ,0.798, ---  , ---  ,1.132,1.146,Australia,South Africa,Randfontein,Au
,Diamond carats  (Mct),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,0.01,0.01,0.01,  ..   ,0,0.01,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,South Africa,South Africa,Reuning,Dia
,Vanadium  (kt),Operating,0.1,0.8, ---  , ---  ,  ..   ,0.8,0.8,2.1,3.1,2.5,2.8,3.4,4,4.6,5.1,5.1,5.5,4.8,4.2,2.9,  ..   ,  ..   ,  ..   ,Switzerland,South Africa,Rhovan,V
,Titanium  (kt),Operating,340,410,440,450,390,450,420,500,500,570,550,500,460,400,400,400,450,480,570,520,570,580,580,UK,South Africa,Richards,Ti
,Zirconium  (kt),Operating,180,220,230,215,220,240,250,250,250,220,210,245,260,220,200,200,220,220,220,170,220,220,242,UK,South Africa,Richards,Zr
